retailer,timestamp,category,gender,brand,name,reference_variant,ean,current_price,regular_price,msrp_price,currency,availability,url
Tennis-Point,2026-06-25 09:52:13,shoes,women,Head,"Revolt Court 5.0  Allcourtschuh Damen-weiß, blau",EU 39,0198772064877,67.95,85.0,,€,out_of_stock,https://www.tennis-point.de/products/head-revolt-court-50-allcourtschuh-damen-weiss-blau-p0000004220701
Tennis-Point,2026-06-25 09:52:24,shoes,women,K-Swiss,"Hypercourt Supreme 2 Sandplatzschuh Damen - weiß, lavendel",EU 39,196483944471,111.95,169.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-hypercourt-supreme-2-sandplatzschuh-damen-weiss-lavendel-a0000004310301
Tennis-Point,2026-06-25 09:52:34,shoes,women,K-Swiss,"Express Light 3 Sandplatzschuh Damen - weiß, lavendel",EU 39,196483943993,73.95,119.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-express-light-3-sandplatzschuh-damen-weiss-lavendel-a0000004301202
Tennis-Point,2026-06-25 10:03:23,rackets,unisex,Wilson,Ultra 100 V4.0 Turnierschläger,L2,00097512640244,147.95,250.0,,€,in_stock,https://www.tennis-point.de/products/wilson-ultra-100-v40-turnierschlaeger-00706003840000?_pos=121&_fid=2ed16c389&_ss=c
Tennis-Point,2026-06-25 10:03:23,rackets,unisex,Wilson,Ultra 100 V4.0 Turnierschläger,L3,00097512640251,147.95,250.0,,€,in_stock,https://www.tennis-point.de/products/wilson-ultra-100-v40-turnierschlaeger-00706003840000?_pos=121&_fid=2ed16c389&_ss=c
Tennis-Point,2026-06-25 10:13:53,rackets,unisex,Wilson,Pro Staff 97 L Classic Turnierschläger unbesaitet,L2,00097512974578,182.95,240.0,,€,in_stock,https://www.tennis-point.de/products/wilson-pro-staff-97-l-classic-turnierschlaeger-unbesaitet-00707604290000?_pos=84&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:13:53,rackets,unisex,Wilson,Pro Staff 97 L Classic Turnierschläger unbesaitet,L3,00097512974561,182.95,240.0,,€,in_stock,https://www.tennis-point.de/products/wilson-pro-staff-97-l-classic-turnierschlaeger-unbesaitet-00707604290000?_pos=84&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:13,rackets,unisex,Wilson,Pro Staff 97 Classic Turnierschläger unbesaitet,L2,00097512975698,207.95,260.0,,€,in_stock,https://www.tennis-point.de/products/wilson-pro-staff-97-classic-turnierschlaeger-unbesaitet-00707604289000?_pos=82&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:13,rackets,unisex,Wilson,Pro Staff 97 Classic Turnierschläger unbesaitet,L3,00097512975728,207.95,260.0,,€,in_stock,https://www.tennis-point.de/products/wilson-pro-staff-97-classic-turnierschlaeger-unbesaitet-00707604289000?_pos=82&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:19,rackets,unisex,Wilson,Noir Shift 99 V1 Turnierschläger,L2,00097512928526,154.95,270.0,,€,in_stock,https://www.tennis-point.de/products/wilson-noir-shift-99-v1-turnierschlaeger-00707504143000?_pos=81&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:19,rackets,unisex,Wilson,Noir Shift 99 V1 Turnierschläger,L3,00097512928533,154.95,270.0,,€,in_stock,https://www.tennis-point.de/products/wilson-noir-shift-99-v1-turnierschlaeger-00707504143000?_pos=81&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:28,rackets,unisex,Head,Speed Pro 2024 Turnierschläger,L2,724794926024,149.95,300.0,,€,in_stock,https://www.tennis-point.de/products/head-speed-pro-2024-turnierschlaeger-00606604347000?_pos=80&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:28,rackets,unisex,Head,Speed Pro 2024 Turnierschläger,L3,724794926031,149.95,300.0,,€,in_stock,https://www.tennis-point.de/products/head-speed-pro-2024-turnierschlaeger-00606604347000?_pos=80&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:43,rackets,unisex,Yonex,VCORE 100 (2026) Turnierschläger unbesaitet,L2,4550675355227,299.95,,,€,in_stock,https://www.tennis-point.de/products/yonex-vcore-100-2026-turnierschlaeger-unbesaitet-p0000004731201?_pos=78&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:43,rackets,unisex,Yonex,VCORE 100 (2026) Turnierschläger unbesaitet,L3,4550675355234,299.95,,,€,in_stock,https://www.tennis-point.de/products/yonex-vcore-100-2026-turnierschlaeger-unbesaitet-p0000004731201?_pos=78&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:53,rackets,unisex,Head,Speed Pro 2026 Turnierschläger unbesaitet,L2,198772134990,233.95,300.0,,€,in_stock,https://www.tennis-point.de/products/head-speed-pro-2026-turnierschlaeger-unbesaitet-p0000001850701?_pos=77&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:14:53,rackets,unisex,Head,Speed Pro 2026 Turnierschläger unbesaitet,L3,198772135003,233.95,300.0,,€,in_stock,https://www.tennis-point.de/products/head-speed-pro-2026-turnierschlaeger-unbesaitet-p0000001850701?_pos=77&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:09,rackets,unisex,Wilson,Clash 100L V2.0 Turnierschläger,L2,00097512605212,134.95,230.0,,€,out_of_stock,https://www.tennis-point.de/products/wilson-clash-100l-v20-turnierschlaeger-00705503745000?_pos=75&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:09,rackets,unisex,Wilson,Clash 100L V2.0 Turnierschläger,L3,00097512605229,134.95,230.0,,€,in_stock,https://www.tennis-point.de/products/wilson-clash-100l-v20-turnierschlaeger-00705503745000?_pos=75&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:13,rackets,unisex,Wilson,Ultra 100 V5 Turnierschläger,L2,00097512932028,189.95,240.0,,€,in_stock,https://www.tennis-point.de/products/wilson-ultra-100-v5-turnierschlaeger-00707104222000?_pos=74&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:13,rackets,unisex,Wilson,Ultra 100 V5 Turnierschläger,L3,00097512932035,189.95,240.0,,€,in_stock,https://www.tennis-point.de/products/wilson-ultra-100-v5-turnierschlaeger-00707104222000?_pos=74&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:18,rackets,unisex,Head,Speed MP Legend 2025 Turnierschläger,L2,198772121259,224.95,280.0,,€,in_stock,https://www.tennis-point.de/products/head-speed-mp-legend-2025-turnierschlaeger-00607104580000?_pos=73&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:18,rackets,unisex,Head,Speed MP Legend 2025 Turnierschläger,L3,198772121266,224.95,280.0,,€,out_of_stock,https://www.tennis-point.de/products/head-speed-mp-legend-2025-turnierschlaeger-00607104580000?_pos=73&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:35,rackets,unisex,Yonex,Percept 100 (300g) Turnierschläger,L2,4550675268602,231.95,309.95,,€,in_stock,https://www.tennis-point.de/products/yonex-percept-100-300g-turnierschlaeger-01907101987000?_pos=71&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:35,rackets,unisex,Yonex,Percept 100 (300g) Turnierschläger,L3,4550675268619,231.95,309.95,,€,in_stock,https://www.tennis-point.de/products/yonex-percept-100-300g-turnierschlaeger-01907101987000?_pos=71&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:46,rackets,unisex,Wilson,RF 01 Turnierschläger,L2,00097512849715,189.95,280.0,,€,in_stock,https://www.tennis-point.de/products/wilson-rf-01-turnierschlaeger-00706704087000?_pos=70&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:46,rackets,unisex,Wilson,RF 01 Turnierschläger,L3,00097512849685,189.95,280.0,,€,in_stock,https://www.tennis-point.de/products/wilson-rf-01-turnierschlaeger-00706704087000?_pos=70&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:54,rackets,unisex,Head,Gravity Tour 2025 Turnierschläger unbesaitet,L2,726423385462,194.95,280.0,,€,in_stock,https://www.tennis-point.de/products/head-gravity-tour-2025-turnierschlaeger-unbesaitet-00607504509000?_pos=69&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:15:54,rackets,unisex,Head,Gravity Tour 2025 Turnierschläger unbesaitet,L3,726423385479,194.95,280.0,,€,in_stock,https://www.tennis-point.de/products/head-gravity-tour-2025-turnierschlaeger-unbesaitet-00607504509000?_pos=69&_fid=3e8294ab5&_ss=c
Tennis-Point,2026-06-25 10:17:07,shoes,women,Head,"Sprint Team 4.0  Sandplatzschuh Damen-blau, dunkelblau",EU 39,0198772064396,67.95,110.0,,€,in_stock,https://www.tennis-point.de/products/head-sprint-team-40-sandplatzschuh-damen-blau-dunkelblau-p0000004220601
Tennis-Point,2026-06-25 10:17:15,shoes,women,K-Swiss,"Court Express Sandplatzschuh Damen - weiß, pink",EU 39,0199286149890,66.95,79.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-court-express-sandplatzschuh-damen-weiss-pink-p0000004910501
Tennis-Point,2026-06-25 10:17:53,shoes,women,K-Swiss,"Ultrashot Light Sandplatzschuh Damen - weiß, lavendel",EU 39,199286041644,57.95,100.0,,€,in_stock,https://www.tennis-point.de/products/k-swiss-ultrashot-light-sandplatzschuh-damen-weiss-lavendel-p0000004300701
Tennis-Point,2026-06-25 10:18:09,shoes,women,Head,"Sprint Pro 4.0  Sandplatzschuh Damen-weiß, hellgrau",EU 39,0198772063191,111.95,160.0,,€,in_stock,https://www.tennis-point.de/products/head-sprint-pro-40-sandplatzschuh-damen-weiss-hellgrau-p0000004220201
Tennis-Point,2026-06-25 10:18:24,shoes,women,Wilson,"Intrigue Pro Sandplatzschuh Damen-weiß, türkis",EU 39,97512992794,89.95,130.0,,€,in_stock,https://www.tennis-point.de/products/wilson-intrigue-pro-sandplatzschuh-damen-weiss-tuerkis-p0000004130501
Tennis-Point,2026-06-25 10:18:29,shoes,women,K-Swiss,"COURT EXPRESS 2  AC Allcourtschuh Damen-weiß, lavendel",EU 39,196483940732,45.95,79.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-court-express-2-ac-allcourtschuh-damen-weiss-lavendel-p0000004300501
Tennis-Point,2026-06-25 10:18:43,shoes,women,K-Swiss,"Court Express 2 Sandplatzschuh Damen - schwarz, weiß",EU 39,196483940855,42.95,79.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-court-express-2-sandplatzschuh-damen-schwarz-weiss-a0000004300601
Tennis-Point,2026-06-25 10:18:51,shoes,women,K-Swiss,"Ultrashot Team 2 Sandplatzschuh Damen - weiß, lavendel",EU 39,196483942057,69.95,129.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-ultrashot-team-2-sandplatzschuh-damen-weiss-lavendel-p0000004310701
Tennis-Point,2026-06-25 10:21:02,rackets,unisex,Wilson,Blade Noir Blade 98 V9 16X19 Turnierschläger,L2,00097512928540,239.95,280.0,,€,in_stock,https://www.tennis-point.de/products/wilson-blade-noir-blade-98-v9-16x19-turnierschlaeger-00707504142000?_pos=68&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:21:02,rackets,unisex,Wilson,Blade Noir Blade 98 V9 16X19 Turnierschläger,L3,00097512928564,239.95,280.0,,€,in_stock,https://www.tennis-point.de/products/wilson-blade-noir-blade-98-v9-16x19-turnierschlaeger-00707504142000?_pos=68&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:21:19,rackets,unisex,Wilson,Ultra 100 V4.0 Noir Turnierschläger,L2,00097512718134,149.95,250.0,,€,out_of_stock,https://www.tennis-point.de/products/wilson-ultra-100-v40-noir-turnierschlaeger-00706403964000?_pos=66&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:21:19,rackets,unisex,Wilson,Ultra 100 V4.0 Noir Turnierschläger,L3,00097512718103,149.95,250.0,,€,out_of_stock,https://www.tennis-point.de/products/wilson-ultra-100-v40-noir-turnierschlaeger-00706403964000?_pos=66&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:21:24,rackets,unisex,Yonex,VCORE 98 (2026) Turnierschläger unbesaitet,L2,4550675355258,309.95,,,€,in_stock,https://www.tennis-point.de/products/yonex-vcore-98-2026-turnierschlaeger-unbesaitet-p0000004730901?_pos=65&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:21:24,rackets,unisex,Yonex,VCORE 98 (2026) Turnierschläger unbesaitet,L3,4550675355265,309.95,,,€,in_stock,https://www.tennis-point.de/products/yonex-vcore-98-2026-turnierschlaeger-unbesaitet-p0000004730901?_pos=65&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:21:34,rackets,unisex,Yonex,Percept 100 (300g) Turnierschläger unbesaitet,L2,4550468627654,209.95,309.95,,€,in_stock,https://www.tennis-point.de/products/yonex-percept-100-300g-turnierschlaeger-unbesaitet-01906401921000?_pos=64&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:21:34,rackets,unisex,Yonex,Percept 100 (300g) Turnierschläger unbesaitet,L3,4550468627661,209.95,309.95,,€,in_stock,https://www.tennis-point.de/products/yonex-percept-100-300g-turnierschlaeger-unbesaitet-01906401921000?_pos=64&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:22:03,rackets,unisex,Wilson,Ultra 100L V5 Turnierschläger unbesaitet,L2,00097512931953,173.95,220.0,,€,in_stock,https://www.tennis-point.de/products/wilson-ultra-100l-v5-turnierschlaeger-unbesaitet-00707104224000?_pos=60&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:22:03,rackets,unisex,Wilson,Ultra 100L V5 Turnierschläger unbesaitet,L3,00097512931984,173.95,220.0,,€,in_stock,https://www.tennis-point.de/products/wilson-ultra-100l-v5-turnierschlaeger-unbesaitet-00707104224000?_pos=60&_fid=36e9f94e2&_ss=c
Tennis-Point,2026-06-25 10:22:12,rackets,unisex,Wilson,Ultra 100L V4.0 Turnierschläger,L2,00097512640299,129.95,220.0,,€,in_stock,https://www.tennis-point.de/products/wilson-ultra-100l-v40-turnierschlaeger-00706003841000?_pos=59&_fid=36e9f94e2&_ss=c
