retailer,timestamp,category,gender,brand,name,reference_variant,ean,current_price,regular_price,msrp_price,currency,availability,url
Tennis-Point,2026-06-29 20:13:22,rackets,unisex,Wilson,Clash 100 Pro V3.0 Reverse Turnierschläger unbesaitet,L2,199073010891,184.95,250.0,,€,in_stock,https://www.tennis-point.de/products/wilson-clash-100-pro-v30-reverse-turnierschlaeger-unbesaitet-00707604323000?_pos=103&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:13:22,rackets,unisex,Wilson,Clash 100 Pro V3.0 Reverse Turnierschläger unbesaitet,L3,199073010907,184.95,250.0,,€,in_stock,https://www.tennis-point.de/products/wilson-clash-100-pro-v30-reverse-turnierschlaeger-unbesaitet-00707604323000?_pos=103&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:13:34,shoes,women,K-Swiss,"Ultrashot Light Allcourtschuh Damen - weiß, lavendel",EU 39,199286041767,67.95,100.0,,€,in_stock,https://www.tennis-point.de/products/k-swiss-ultrashot-light-allcourtschuh-damen-weiss-lavendel-p0000004300201
Tennis-Point,2026-06-29 20:17:41,shoes,women,Head,"Sprint Team 4.0  Sandplatzschuh Damen-blau, dunkelblau",EU 39,0198772064396,74.95,110.0,,€,in_stock,https://www.tennis-point.de/products/head-sprint-team-40-sandplatzschuh-damen-blau-dunkelblau-p0000004220601
Tennis-Point,2026-06-29 20:18:01,shoes,women,K-Swiss,"Court Express 2 Sandplatzschuh Damen - weiß, schwarz",EU 39,0196483822069,48.95,79.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-court-express-2-sandplatzschuh-damen-weiss-schwarz-01417102457000
Tennis-Point,2026-06-29 20:18:42,rackets,unisex,Yonex,Percept 100 D (305g) Turnierschläger,L2,4550468627579,243.95,319.9,,€,in_stock,https://www.tennis-point.de/products/yonex-percept-100-d-305g-turnierschlaeger-01906401920000?_pos=102&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:18:42,rackets,unisex,Yonex,Percept 100 D (305g) Turnierschläger,L3,4550468627586,243.95,319.9,,€,in_stock,https://www.tennis-point.de/products/yonex-percept-100-d-305g-turnierschlaeger-01906401920000?_pos=102&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:10,rackets,unisex,Wilson,Clash 100L V2.0 Turnierschläger,L2,00097512605212,134.95,230.0,,€,out_of_stock,https://www.tennis-point.de/products/wilson-clash-100l-v20-turnierschlaeger-00705503745000?_pos=99&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:10,rackets,unisex,Wilson,Clash 100L V2.0 Turnierschläger,L3,00097512605229,134.95,230.0,,€,in_stock,https://www.tennis-point.de/products/wilson-clash-100l-v20-turnierschlaeger-00705503745000?_pos=99&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:17,rackets,unisex,Wilson,RF 01 Pro Turnierschläger,L2,00097512849708,234.95,300.0,,€,in_stock,https://www.tennis-point.de/products/wilson-rf-01-pro-turnierschlaeger-00706704086000?_pos=98&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:17,rackets,unisex,Wilson,RF 01 Pro Turnierschläger,L3,00097512849746,234.95,300.0,,€,in_stock,https://www.tennis-point.de/products/wilson-rf-01-pro-turnierschlaeger-00706704086000?_pos=98&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:27,rackets,unisex,Head,Speed Pro Legend 2025 Turnierschläger,L2,198772121150,209.95,300.0,,€,in_stock,https://www.tennis-point.de/products/head-speed-pro-legend-2025-turnierschlaeger-00607104578000?_pos=97&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:27,rackets,unisex,Head,Speed Pro Legend 2025 Turnierschläger,L3,198772121167,209.95,300.0,,€,in_stock,https://www.tennis-point.de/products/head-speed-pro-legend-2025-turnierschlaeger-00607104578000?_pos=97&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:37,rackets,unisex,Wilson,Noir Shift 99 V1 Turnierschläger,L2,00097512928526,154.95,270.0,,€,in_stock,https://www.tennis-point.de/products/wilson-noir-shift-99-v1-turnierschlaeger-00707504143000?_pos=96&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:37,rackets,unisex,Wilson,Noir Shift 99 V1 Turnierschläger,L3,00097512928533,154.95,270.0,,€,in_stock,https://www.tennis-point.de/products/wilson-noir-shift-99-v1-turnierschlaeger-00707504143000?_pos=96&_fid=87cea2ae3&_ss=c
Tennis-Point,2026-06-29 20:19:46,rackets,unisex,Head,Boom Pro 2024 Turnierschläger unbesaitet,L2,724794924846,119.95,280.0,,€,in_stock,https://www.tennis-point.de/products/head-boom-pro-2024-turnierschlaeger-unbesaitet-00606604330000?_pos=95&_fid=87cea2ae3&_ss=c
