retailer,timestamp,category,gender,brand,name,reference_variant,ean,current_price,regular_price,msrp_price,currency,availability,url
Tennistown,2026-07-01 19:45:24,rackets,unisex,Dunlop,Dunlop Tennisschläger Srixon CX 200 Tour 95in/310g/16x19/Turnier 2024 rot - unbesaitet -,L2,0045566180841,166.5,,269.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=80109
Tennistown,2026-07-01 19:45:24,rackets,unisex,Dunlop,Dunlop Tennisschläger Srixon CX 200 Tour 95in/310g/16x19/Turnier 2024 rot - unbesaitet -,L3,0045566180858,166.5,,269.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=80109
Tennistown,2026-07-01 19:45:25,rackets,unisex,Dunlop,Dunlop Tennisschläger Srixon CX 200 OS (Oversize) 105in/295g 2024 rot - unbesaitet -,L2,0045566180940,129.9,,249.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=80091
Tennistown,2026-07-01 19:45:25,rackets,unisex,Dunlop,Dunlop Tennisschläger Srixon CX 200 OS (Oversize) 105in/295g 2024 rot - unbesaitet -,L3,0045566180957,129.9,,249.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=80091
Tennistown,2026-07-01 19:45:25,rackets,unisex,Dunlop,Dunlop Tennisschläger Srixon CX 200 Tour 95in/315g/18x20/Turnier 2024 rot - unbesaitet -,L2,0045566180810,134.91,149.9,269.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=80066
Tennistown,2026-07-01 19:45:25,rackets,unisex,Dunlop,Dunlop Tennisschläger Srixon CX 200 Tour 95in/315g/18x20/Turnier 2024 rot - unbesaitet -,L3,0045566180827,134.91,149.9,269.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=80066
Tennistown,2026-07-01 19:45:29,rackets,unisex,Head,Head Tennisschläger Gravity Pro 100in/315g/Turnier 2025 schwarz/blau - unbesaitet -,L2,0726423385363,214.9,,300.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=88906
Tennistown,2026-07-01 19:45:29,rackets,unisex,Head,Head Tennisschläger Gravity Pro 100in/315g/Turnier 2025 schwarz/blau - unbesaitet -,L3,,214.9,,300.0,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=88906
Tennistown,2026-07-01 19:45:29,rackets,unisex,Dunlop,Dunlop Tennisschläger SX 300 Lite 100in/270g/Allround 2025 blaugrün/gelb - unbesaitet -,L2,0045566182739,159.9,,209.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=88831
Tennistown,2026-07-01 19:45:29,rackets,unisex,Dunlop,Dunlop Tennisschläger SX 300 Lite 100in/270g/Allround 2025 blaugrün/gelb - unbesaitet -,L3,0045566182746,159.9,,209.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=88831
Tennistown,2026-07-01 19:45:30,rackets,unisex,Dunlop,Dunlop Tennisschläger SX 300 Tour 98in/305g/Turnier 2025 blaugrün/gelb - unbesaitet -,L2,0045566182616,179.91,199.9,249.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=88830
Tennistown,2026-07-01 19:45:30,rackets,unisex,Dunlop,Dunlop Tennisschläger SX 300 Tour 98in/305g/Turnier 2025 blaugrün/gelb - unbesaitet -,L3,0045566182623,179.91,199.9,249.99,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=88830
Tennistown,2026-07-01 19:45:30,rackets,unisex,Dunlop,Dunlop Tennisschläger SX 300 100in/300g/Turnier 2025 blaugrün/gelb - unbesaitet -,L2,0045566182654,169.5,,259.95,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=88809
Tennistown,2026-07-01 19:45:30,rackets,unisex,Dunlop,Dunlop Tennisschläger SX 300 100in/300g/Turnier 2025 blaugrün/gelb - unbesaitet -,L3,0045566182661,169.5,,259.95,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=88809
Tennistown,2026-07-01 19:45:34,rackets,unisex,Head,Head Tennisschläger Speed Pro 100in/310g/Turnier 2026 schwarz/weiss - unbesaitet -,L2,0198772134990,187.84,,300.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=100157
Tennistown,2026-07-01 19:45:34,rackets,unisex,Head,Head Tennisschläger Speed Pro 100in/310g/Turnier 2026 schwarz/weiss - unbesaitet -,L3,0198772135003,187.84,,300.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=100157
Tennistown,2026-07-01 19:45:36,rackets,unisex,Yonex,Yonex Tennisschläger Muse 107in/280g/Komfort 2026 silber - unbesaitet -,L2,4550675529284,206.9,,229.95,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=102780
Tennistown,2026-07-01 19:45:36,rackets,unisex,Yonex,Yonex Tennisschläger Muse 107in/280g/Komfort 2026 silber - unbesaitet -,L3,4550675529291,206.9,,229.95,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=102780
Tennistown,2026-07-01 19:45:37,rackets,unisex,Yonex,Yonex Tennisschläger Muse 100in/280g/Turnier 2026 silber - unbesaitet -,L2,4550675529185,214.9,,239.95,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=102779
Tennistown,2026-07-01 19:45:37,rackets,unisex,Yonex,Yonex Tennisschläger Muse 100in/280g/Turnier 2026 silber - unbesaitet -,L3,4550675529192,214.9,,239.95,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=102779
Tennistown,2026-07-01 19:45:40,rackets,unisex,Wilson,Wilson Tennisschläger Shift 99 V1 99in/300g Roland Garros Session Soire 2025 dunkelblau - unbesaitet,L2,0097512892100,161.91,179.9,270.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=97193
Tennistown,2026-07-01 19:45:40,rackets,unisex,Wilson,Wilson Tennisschläger Shift 99 V1 99in/300g Roland Garros Session Soire 2025 dunkelblau - unbesaitet,L3,,161.91,179.9,270.0,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_21&products_id=97193
Tennistown,2026-07-01 19:45:42,strings,unisex,Head,Head Tennissaite Lynx (Haltbarkeit) gelb 200m Rolle,1.25 mm,0726423942337,94.95,105.5,150.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=17728
Tennistown,2026-07-01 19:45:52,strings,unisex,Head,Head Tennissaite Velocity MLT (Armschonung+Touch) gelb 200m Rolle,1.25 mm,0726424946013,80.91,89.9,130.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=38799
Tennistown,2026-07-01 19:45:56,strings,unisex,Wilson,Wilson Tennissaite Sensation (Armschonung+Kontrolle) natur 200m Rolle,1.25 mm,0887768140229,99.9,,140.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=15619
Tennistown,2026-07-01 19:46:02,strings,unisex,Solinco,Solinco Tennissaite Confidential Soft (Haltbarkeit+Spielgefühl) pink 200m Rolle,1.25 mm,0812753017897,129.9,,145.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=101685
Tennistown,2026-07-01 19:46:04,strings,unisex,Yonex,Yonex Tennissaite Poly Tour Pro (Haltbarkeit+Touch) violett 200m Rolle,1.25 mm,4550675334284,114.9,,169.9,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=103919
Tennistown,2026-07-01 19:46:08,strings,unisex,Yonex,Yonex Tennissaite Poly Tour Rev (Polyester/achteckig) mintgrün 200m Rolle,1.25 mm,,152.91,169.9,259.9,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=73961
Tennistown,2026-07-01 19:46:14,strings,unisex,Head,Head Tennissaite Lynx Touch (Kontrolle+Touch) twilight blau 200m Rolle,1.25 mm,0724794399576,98.91,109.9,150.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=80802
Tennistown,2026-07-01 19:46:17,strings,unisex,Head,Head Tennissaite Hawk Power (Power) petrolblau 200m Rolle,1.25 mm,0724794418505,107.91,119.9,200.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=80347
Tennistown,2026-07-01 19:46:18,strings,unisex,Yonex,Yonex Tennissaite Rexis Speed (Komfort+Power) weiss 200m Rolle,1.25 mm,,161.91,179.9,379.9,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=80304
Tennistown,2026-07-01 19:46:22,strings,unisex,Yonex,Yonex Tennissaite Rexis Comfort (Power+Komfort) schwarz 200m Rolle,1.25 mm,,189.95,,379.9,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=70937
Tennistown,2026-07-01 19:46:22,strings,unisex,Yonex,Yonex Tennissaite Rexis Comfort (Power+Komfort) weiss 200m Rolle,1.25 mm,4550086962076,206.91,229.9,379.9,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=70934
Tennistown,2026-07-01 19:46:41,strings,unisex,Wilson,Wilson Tennissaite Repel (Allround+Touch) natur 200m Rolle,1.25 mm,0097512920841,125.91,139.9,190.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=95099
Tennistown,2026-07-01 19:46:42,strings,unisex,Head,Head Tennissaite Hawk (Haltbarkeit+Power) grau 200m Rolle,1.25 mm,0726423882381,125.91,139.9,199.95,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=16535
Tennistown,2026-07-01 19:46:42,strings,unisex,Head,Head Tennissaite Hawk (Haltbarkeit+Power) weiss 200m Rolle,1.25 mm,0726423882398,129.9,,199.95,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=16533
Tennistown,2026-07-01 19:46:45,strings,unisex,Wilson,Wilson Tennissaite Sensation Control 1.30 (Kontrolle+Touch) natur 200m Rolle,1.25 mm,,119.95,,175.0,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=16251
Tennistown,2026-07-01 19:46:47,strings,unisex,Solinco,Solinco Tennissaite Tour Bite Diamond Rough (Spin+Haltbarkeit) silber 200m Rolle,1.25 mm,,119.9,,145.0,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=13391
Tennistown,2026-07-01 19:46:51,strings,unisex,Head,Head Tennissaite Sonic Pro (Haltbarkeit) schwarz 200m Rolle,1.25 mm,0726423275367,74.95,,100.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=11598
Tennistown,2026-07-01 19:46:52,strings,unisex,Luxilon,Luxilon Tennissaite 4G (Haltbarkeit+Power) gelb 200m Rolle,1.25 mm,0883813850990,229.99,,350.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=10929
Tennistown,2026-07-01 19:46:59,strings,unisex,Yonex,Yonex Tennissaite Poly Tour Pro (Haltbarkeit+Touch) graphitegrau 200m Rolle,1.25 mm,4547656745016,124.9,,169.9,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=9829
Tennistown,2026-07-01 19:47:03,strings,unisex,Solinco,Solinco Tennissaite Outlast (Haltbarkeit+Kontrolle) rot 200m Rolle,1.25 mm,0812753010362,69.9,,99.9,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=8049
Tennistown,2026-07-01 19:47:33,strings,unisex,Luxilon,Luxilon Tennissaite BB Original 1.30 (Haltbarkeit+Kontrolle) natur 200m Rolle,1.25 mm,,199.9,,260.0,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=881
Tennistown,2026-07-01 19:47:34,strings,unisex,Head,Head Tennissaite IntelliTour (Armschonung+Kontrolle) natur 200m Rolle,1.25 mm,0724794184998,129.9,,180.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=612
Tennistown,2026-07-01 19:47:37,strings,unisex,Head,Head Tennissaite Lynx (Haltbarkeit) limegrün 200m Rolle,1.25 mm,0726424791897,89.95,99.95,150.0,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=33630
Tennistown,2026-07-01 19:47:44,strings,unisex,Yonex,Yonex Tennissaite Poly Tour Strike (Haltbarkeit+Kontrolle) grau 200m Rolle,1.25 mm,4550086117728,125.91,139.9,259.9,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=31734
Tennistown,2026-07-01 19:47:44,strings,unisex,Yonex,Yonex Tennissaite Poly Tour Spin (Haltbarkeit+Spin) schwarz 200m Rolle,1.25 mm,,80.91,89.9,159.9,€,out_of_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=31730
Tennistown,2026-07-01 19:47:49,strings,unisex,Yonex,Yonex Tennissaite Poly Tour Air (Haltbarkeit+Touch) blau 200m Rolle,1.25 mm,4549317687222,119.9,,149.9,€,in_stock,https://www.tennistown.de/product_info.php?cPath=786_24&products_id=24280
