retailer,timestamp,category,gender,brand,name,reference_variant,ean,current_price,regular_price,msrp_price,currency,availability,url
Tennis-Point,2026-06-28 18:58:41,rackets,unisex,Wilson,2x RF 01 Future plus Schlägertasche,L2,,489.95,660.0,,€,in_stock,https://www.tennis-point.de/products/wilson-2x-rf-01-future-plus-schlaegertasche-00706704093000?_pos=401&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 18:58:41,rackets,unisex,Wilson,2x RF 01 Future plus Schlägertasche,L3,,489.95,660.0,,€,in_stock,https://www.tennis-point.de/products/wilson-2x-rf-01-future-plus-schlaegertasche-00706704093000?_pos=401&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:01:54,rackets,unisex,Wilson,2x RF 01 plus Schlägertasche,L2,,484.95,730.0,,€,in_stock,https://www.tennis-point.de/products/wilson-2x-rf-01-plus-schlaegertasche-00706704089000?_pos=399&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:01:54,rackets,unisex,Wilson,2x RF 01 plus Schlägertasche,L3,,484.95,730.0,,€,in_stock,https://www.tennis-point.de/products/wilson-2x-rf-01-plus-schlaegertasche-00706704089000?_pos=399&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:02:02,rackets,unisex,Dunlop,2x SX 300 Tour plus Schlägertasche,L2,,416.95,639.95,,€,in_stock,https://www.tennis-point.de/products/dunlop-2x-sx-300-tour-plus-schlaegertasche-01607502384000?_pos=398&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:02:02,rackets,unisex,Dunlop,2x SX 300 Tour plus Schlägertasche,L3,,416.95,639.95,,€,in_stock,https://www.tennis-point.de/products/dunlop-2x-sx-300-tour-plus-schlaegertasche-01607502384000?_pos=398&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:02:09,rackets,unisex,Wilson,2x Clash 100L V3.0 plus Schlägertasche,L2,,447.95,590.0,,€,in_stock,https://www.tennis-point.de/products/wilson-2x-clash-100l-v30-plus-schlaegertasche-00707504203000?_pos=397&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:02:09,rackets,unisex,Wilson,2x Clash 100L V3.0 plus Schlägertasche,L3,,447.95,590.0,,€,in_stock,https://www.tennis-point.de/products/wilson-2x-clash-100l-v30-plus-schlaegertasche-00707504203000?_pos=397&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:02:16,rackets,unisex,Head,2x Gravity Tour 2025 plus Schlägertasche,L2,,466.95,680.0,,€,in_stock,https://www.tennis-point.de/products/head-2x-gravity-tour-2025-plus-schlaegertasche-00607504544000?_pos=396&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:02:16,rackets,unisex,Head,2x Gravity Tour 2025 plus Schlägertasche,L3,,466.95,680.0,,€,in_stock,https://www.tennis-point.de/products/head-2x-gravity-tour-2025-plus-schlaegertasche-00607504544000?_pos=396&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:02:25,rackets,unisex,Wilson,2x Clash 100  V2.0 plus Schlägertasche,L2,,338.95,630.0,,€,in_stock,https://www.tennis-point.de/products/wilson-2x-clash-100-v20-plus-schlaegertasche-00705503990000?_pos=395&_fid=82c328f13&_ss=c
Tennis-Point,2026-06-28 19:02:25,rackets,unisex,Wilson,2x Clash 100  V2.0 plus Schlägertasche,L3,,338.95,630.0,,€,in_stock,https://www.tennis-point.de/products/wilson-2x-clash-100-v20-plus-schlaegertasche-00705503990000?_pos=395&_fid=82c328f13&_ss=c
