retailer,timestamp,category,gender,brand,name,reference_variant,ean,current_price,regular_price,msrp_price,currency,availability,url
Tennis-Point,2026-06-21 10:35:04,shoes,women,K-Swiss,"Hypercourt Express 2 CLAY Sandplatzschuh Damen-Weiß,Apricot",EU 39,196483437959,97.95,150.0,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-hypercourt-express-2-clay-sandplatzschuh-damen-weissapricot-01416602352000
Tennis-Point,2026-06-21 10:35:11,shoes,women,K-Swiss,"Hypercourt Express 2 Sandplatzschuh Damen-Weiß,Mehrfarbig",EU 39,0196483823509,69.95,139.99,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-hypercourt-express-2-sandplatzschuh-damen-weissmehrfarbig-01417102452000
Tennis-Point,2026-06-21 10:35:20,shoes,women,K-Swiss,Hypercourt Express 2 Teppichschuh Damen-Weiß,EU 39,0196483548259,74.95,149.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-hypercourt-express-2-teppichschuh-damen-weiss-01416802383000
Tennis-Point,2026-06-21 10:35:38,shoes,women,K-Swiss,"Hypercourt Supreme 2 Sandplatzschuh Damen - weiß, hellgrün",EU 39,0196483711868,105.95,169.99,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-hypercourt-supreme-2-sandplatzschuh-damen-weiss-hellgruen-01417502422000
Tennis-Point,2026-06-21 10:36:55,shoes,women,Head,"Sprint Evo 3.5 Sandplatzschuh Damen-Weiß,Türkis",EU 39,726423358541,64.95,130.0,,€,out_of_stock,https://www.tennis-point.de/products/head-sprint-evo-35-sandplatzschuh-damen-weisstuerkis-00617501996000
Tennis-Point,2026-06-21 10:37:05,shoes,women,Head,"Sprint Pro 4.0 Sandplatzschuh Damen-Weiß,Hellgrün",EU 39,726423357629,71.95,160.0,,€,out_of_stock,https://www.tennis-point.de/products/head-sprint-pro-40-sandplatzschuh-damen-weisshellgruen-00617501994000
Tennis-Point,2026-06-21 10:37:13,shoes,women,Head,"Sprint Team 4.0 Sandplatzschuh Damen-Creme,Hellgrün",EU 39,726423359197,51.95,110.0,,€,out_of_stock,https://www.tennis-point.de/products/head-sprint-team-40-sandplatzschuh-damen-cremehellgruen-00617502001000
Tennis-Point,2026-06-21 10:37:36,shoes,women,K-Swiss,"Rival Trainer Sneaker Damen-Weiß,Weiß",EU 39,196483444070,23.95,80.0,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-rival-trainer-sneaker-damen-weissweiss-01417502417000
Tennis-Point,2026-06-21 10:41:50,shoes,women,K-Swiss,"Express Light 3 Teppichschuh Damen - hellblau, weiß",EU 39,0196483549935,49.95,119.99,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-express-light-3-teppichschuh-damen-hellblau-weiss-01416802384000
Tennis-Point,2026-06-21 10:42:26,shoes,women,K-Swiss,"Court Express 2 Teppichschuh Damen - weiß, mint",EU 39,0196483826142,57.95,79.99,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-court-express-2-teppichschuh-damen-weiss-mint-01417102459000
Tennis-Point,2026-06-21 10:42:35,shoes,women,K-Swiss,"Express Light 3 Allcourtschuh Damen - weiß, hellblau",EU 39,0196483715781,66.95,119.99,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-express-light-3-allcourtschuh-damen-weiss-hellblau-01417502428000
Tennis-Point,2026-06-21 10:43:29,shoes,women,K-Swiss,"Hypercourt Supreme 2 Sandplatzschuh Damen - schwarz, mint",EU 39,0196483825428,84.95,169.99,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-hypercourt-supreme-2-sandplatzschuh-damen-schwarz-mint-01417102450000
Tennis-Point,2026-06-21 10:44:15,shoes,women,K-Swiss,"Hypercourt Express 3 Allcourtschuh Damen - weiß, lavendel",EU 39,196483942422,97.95,149.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-hypercourt-express-3-allcourtschuh-damen-weiss-lavendel-p0000004300301
Tennis-Point,2026-06-21 10:45:59,shoes,women,K-Swiss,"Express Light 3 Sandplatzschuh Damen - hellgrau, flieder",EU 39,196483439755,53.95,120.0,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-express-light-3-sandplatzschuh-damen-hellgrau-flieder-01416602356000
Tennis-Point,2026-06-21 10:48:51,shoes,women,Head,"Sprint Pro 4.0 Sandplatzschuh Damen-Koralle,Weiß",EU 39,726423356486,69.95,160.0,,€,out_of_stock,https://www.tennis-point.de/products/head-sprint-pro-40-sandplatzschuh-damen-koralleweiss-00617501992000
Tennis-Point,2026-06-21 10:49:33,shoes,women,K-Swiss,"Express Light 3 Allcourtschuh Damen - schwarz, mint",EU 39,0196483824582,81.95,119.99,,€,in_stock,https://www.tennis-point.de/products/k-swiss-express-light-3-allcourtschuh-damen-schwarz-mint-01417102456000
Tennis-Point,2026-06-21 10:50:01,shoes,women,K-Swiss,"Express Light 3 Sandplatzschuh Damen - weiß, türkis",EU 39,0196483824827,74.95,119.99,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-express-light-3-sandplatzschuh-damen-weiss-tuerkis-01417102455000
Tennis-Point,2026-06-21 10:50:47,shoes,women,K-Swiss,"Hypercourt Express 2 Sandplatzschuh Damen-Weiß,Hellblau",EU 39,0196483719079,89.95,139.99,,€,out_of_stock,https://www.tennis-point.de/products/k-swiss-hypercourt-express-2-sandplatzschuh-damen-weisshellblau-01417502424000
Tennis-Point,2026-06-21 10:52:31,rackets,unisex,Dunlop,Dunlop LX 1000 Komfortschläger,L2,0045566182487,133.95,199.95,,€,in_stock,https://www.tennis-point.de/products/dunlop-dunlop-lx-1000-komfortschlaeger-01606802362000?_pos=305&_fid=1f8a7024d&_ss=c
